FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
1146,13180,35495,10/31/1963,4/14/1964,Seeding,Drill Seeding,Ground Seeding: Drill,12109,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,14281.098094158269305,3719566.595179003663361
1147,13180,35496,10/31/1963,4/14/1964,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,12110,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,14281.098094158269305,3719566.595179003663361
1168,13604,24367,4/25/1956,6/15/1956,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,12495,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,9461.369021487344071,1531476.077394307591021
1169,13617,24997,10/15/1996,2/15/1997,Seeding,Aerial Seeding,Aerial Seeding,12505,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,73130.962077185686212,3517036.199557375628501
1170,13617,24996,10/15/1996,2/15/1997,Seeding,Drill Seeding,Ground Seeding: Drill,12506,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,26306.696774636202463,21304033.180808320641518
1179,13719,31554,10/21/1995,10/31/1995,Seeding,Drill Seeding,Ground Seeding: Drill,12586,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,10274.836987532860803,4900045.985748064704239
1180,13719,31555,1/15/1996,1/31/1996,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,12587,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,19646.847583873463009,8986048.780485825613141
1203,15133,60846,6/2/2014,6/18/2014,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,13343,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,12332.467842511328854,5431578.680483633652329
1211,16749,42981,10/30/2016,10/30/2016,Seeding,Drill Seeding,Ground Seeding: Drill,13845,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,4967.811404846512232,1452323.857453993521631
1221,16758,43018,10/18/2016,10/26/2016,Seeding,Drill Seeding,Ground Seeding: Drill,13865,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,45096.620051168210921,5562393.098004778847098
1860,26033,73560,3/5/2002,3/5/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30607,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,1018.053031226876897,45140.371870612660132
1870,26212,73739,12/25/1972,1/1/1973,Prescribed Burn,Prescribed Burn,Prescribed Burn,30786,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,14392.633843234183587,9715520.642421107739210
1883,26283,73810,11/7/2009,11/14/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,88928.061769571402692,39106710.770243078470230
1907,26283,73810,11/7/2009,11/14/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,2197.766405129295890,18152.721243816249626
1908,26283,73810,11/7/2009,11/14/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,12208.598669206741761,6141.749121147051483
1909,26033,73560,3/5/2002,3/5/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30607,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,3027.422938262739081,382719.284780621354003
1910,26033,73560,3/5/2002,3/5/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30607,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,804.202395585798740,36328.164820262289140
1935,26283,73810,11/7/2009,11/14/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,130.566031029792669,4.881044141715514
1936,26033,73560,3/5/2002,3/5/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30607,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,1527.932841637357114,86080.677850445892545
1937,26033,73560,3/5/2002,3/5/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30607,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,423.741061424170198,2643.523360747625247
1291,20491,50587,10/2/2017,11/22/2017,Seeding,Drill Seeding,Ground Seeding: Drill,18825,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,31685.421377116374060,45803008.225999645888805
1289,20491,50590,10/10/2017,10/11/2017,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,18823,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,31059.598542542080395,44607677.226873263716698
715,7945,21784,10/14/2008,11/18/2008,Seeding,Drill Seeding,Ground Seeding: Drill,7299,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,36769.539865638529591,18515358.093907173722982
1290,20491,50591,1/29/2018,2/2/2018,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,18824,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,133727.526872811082285,152145398.037517189979553
1272,19829,49145,1/7/2015,1/17/2015,Seeding,Aerial Seeding,Aerial Seeding,17591,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,116549.127562309033237,106277907.232915863394737
315,3448,9667,12/15/2006,12/15/2006,Seeding,Aerial Seeding,Aerial Seeding,3117,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,7144.920504512272601,1514613.423263058532029
760,8407,22975,2/6/2001,2/12/2001,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,7751,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,43751.364136627715197,18277505.252110697329044
938,10505,28488,5/5/1962,5/8/1962,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,9674,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,9893.540770204490400,4681952.027814117260277
251,2570,7076,10/2/2007,6/23/2008,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,2386,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,24457.421523086628440,14285163.097473924979568
991,11264,48956,10/10/2012,10/25/2012,Seeding,Drill Seeding,Ground Seeding: Drill,10397,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,14122.120418037105992,8092939.547014005482197
548,5987,16581,6/15/2000,6/15/2001,Seeding,Aerial Seeding,Aerial Seeding,5485,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,40062.260303437549737,31751741.298392154276371
1527,22046,57698,11/16/2009,4/16/2015,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21454,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,53762.703248851568787,43534154.083263099193573
547,5987,16580,6/15/2000,6/15/2001,Seeding,Drill Seeding,Ground Seeding: Drill,5484,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,103835.868639767126297,10158974.432259079068899
1528,22046,57696,10/19/2009,6/21/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21456,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,79592.925062522830558,68397044.801295205950737
1502,22008,57554,5/4/2010,7/31/2013,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21343,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,9451.547772484422239,135988.932267490017693
1248,16811,52495,9/13/2017,9/29/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,13934,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,25397.508519532235368,10914083.914285616949201
1512,22015,57581,10/19/2009,10/17/2010,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21368,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,6460.845499192704665,2598649.847787463571876
1510,22015,57577,8/22/2011,11/12/2015,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21364,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,65932.202883149439003,89212109.479866653680801
1246,16811,43355,10/1/2016,11/30/2016,Seeding,Drill Seeding,Ground Seeding: Drill,13932,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,25486.782003541626182,12118810.055849142372608
1511,22015,57580,5/4/2011,8/19/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21367,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,36824.870043840375729,19100962.407270807772875
116,1262,3557,6/15/1974,6/15/1974,Seeding,Drill Seeding,Ground Seeding: Drill,1174,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,24898.926389824824582,9837466.740573670715094
1537,22113,58079,11/21/2009,4/18/2015,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21686,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,17740.293295676492562,9320854.189164564013481
1516,22023,57666,4/12/2011,4/13/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21397,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,73414.715608917234931,72185883.369480252265930
1504,22010,57571,7/28/2010,11/13/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21355,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,42567.581857274213689,18668357.466991145163774
1503,22010,57566,9/21/2015,9/27/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21352,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,11024.215192638121152,4632343.640290831215680
1486,21666,56690,6/2/2015,6/23/2015,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,20995,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,12123.311612052290002,618600.541308988467790
1524,22043,58051,7/18/2001,8/8/2018,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21441,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,15802.998230842858902,6344100.277331347577274
148,1598,4471,10/15/2005,10/15/2005,Seeding,Drill Seeding,Ground Seeding: Drill,1502,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,14716.946245821984121,739168.095072445925325
721,8006,21953,6/15/1984,6/15/1984,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,7360,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,16925.387734713651298,7130141.123944608494639
12,171,494,4/28/1961,4/30/1961,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,190,12,12,11,Snake River Plains,B,Northwestern Wheat and Range Region,14278.961247350904159,5383680.719688312150538
1562,22182,58504,11/4/2017,11/4/2017,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,21905,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,2355.351087166051002,206796.245047167554731
1563,22182,58509,11/25/2018,12/10/2018,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,21910,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,13808.371279468801731,8803262.315006274729967
1564,22182,58510,9/1/2018,10/24/2018,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,21911,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,32171.883330773700436,4128942.597797756548971
1565,22182,58551,6/15/2019,6/15/2019,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21915,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,32171.883330773700436,4128942.597797756548971
1981,25958,73485,4/15/1985,4/15/1985,Prescribed Burn,Prescribed Burn,Prescribed Burn,30532,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,1411.846155118046227,40938.481756614943151
1986,26001,73528,9/1/1993,12/31/1993,Prescribed Burn,Prescribed Burn,Prescribed Burn,30575,14,14,13,Eastern Idaho Plateaus,B,Northwestern Wheat and Range Region,3540.809806875367940,504371.539066757541150
352,3818,10715,2/19/1998,3/5/1998,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,3413,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,30950.235793804982677,13085375.949292054399848
1366,21134,54285,6/15/2017,6/30/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,20000,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,20757.807321359585330,3335956.844289322849363
1343,20978,52981,7/9/2019,7/11/2019,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,19789,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,40922.583682951168157,42393694.980033598840237
1225,16758,43047,12/8/2015,11/10/2016,Seeding,Aerial Seeding,Aerial Seeding,13877,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,93612.547805008536670,28817815.490634083747864
1237,16758,55901,2/16/2016,3/3/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,13907,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,225587.857162733707810,85113623.404982835054398
1226,16758,43057,12/4/2016,2/3/2017,Seeding,Aerial Seeding,Aerial Seeding,13880,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,466556.317117375554517,494731148.154770791530609
1239,16758,55917,12/13/2017,12/13/2017,Seeding,Aerial Seeding,Aerial Seeding,13909,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,50275.354129010338511,17286147.874133095145226
1485,21666,56688,4/27/2015,4/30/2015,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,20993,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,22592.496236184546433,8089059.157124847173691
1455,21569,56083,9/2/2019,9/25/2019,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,20685,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,47419.260519829469558,1718959.695864482317120
1431,21353,54749,6/15/1992,6/15/1992,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,20407,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,198539.412267677078489,22555109.212334599345922
12,171,494,4/28/1961,4/30/1961,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,190,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,1485.898154702024158,49375.564201454697468
67,822,2270,9/8/1959,11/28/1959,Seeding,Drill Seeding,Ground Seeding: Drill,762,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,20840.010893000096985,703676.757998301880434
262,2782,7679,6/15/1973,6/15/1974,Seeding,Drill Seeding,Ground Seeding: Drill,2545,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,28030.508603187834524,8667767.179629500955343
69,826,2279,7/15/1958,9/1/1958,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,767,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,45238.926446877405397,46575807.067241519689560
1014,11558,31353,9/4/1989,9/4/1989,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,10651,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,5351.948896810444239,1851403.272347388789058
1395,21243,58753,11/8/2012,11/22/2012,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,20187,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,131128.935653113003355,35002372.958010122179985
1397,21243,58775,2/1/2013,2/5/2013,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,20190,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,89043.842865686267032,23707427.685033414512873
1396,21243,54138,2/1/2013,2/5/2013,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,20189,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,60575.376765260327375,22649293.594738744199276
1675,24229,67976,10/16/2021,10/23/2021,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,27459,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,57495.572416317081661,18573282.096417628228664
1676,24229,67979,1/20/2021,1/20/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,27460,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,57495.572416317081661,18573282.096417628228664
1674,24229,67977,10/16/2021,10/23/2021,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,27457,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,73234.343545830139192,24566098.640031199902296
1154,13308,6463,11/2/1951,5/13/1952,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,12226,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,20622.317633812152053,9585842.559317011386156
1156,13308,54279,11/2/1952,11/7/1952,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,12228,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,20622.317633812152053,9585842.559317011386156
1155,13308,6462,11/14/1951,11/7/1952,Seeding,Drill Seeding,Ground Seeding: Drill,12227,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,20622.317633812152053,9585842.559317011386156
68,826,2278,9/1/1958,10/18/1958,Seeding,Drill Seeding,Ground Seeding: Drill,766,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,45238.926446877405397,46575807.067241519689560
154,1667,4653,8/25/1961,9/25/1961,Seeding,Drill Seeding,Ground Seeding: Drill,1563,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,14525.609405985702324,10141706.495287593454123
1362,21087,53527,11/1/2010,11/26/2010,Seeding,Drill Seeding,Ground Seeding: Drill,19950,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,13533.109640015392870,10101949.385675786063075
229,2486,6801,10/2/2005,11/29/2005,Seeding,Drill Seeding,Ground Seeding: Drill,2264,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,251588.481317806435982,135962984.208788812160492
70,826,54101,9/1/1958,10/15/1958,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Harrowing,768,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,45238.926446877405397,46575807.067241519689560
